season,team,player_name,player_sofa_id,tm_href,position,position_label,birth_date,age,market_value,rating,goals,assists,expectedGoals,expectedAssists,minutesPlayed,matchesStarted,appearances,yellowCards,redCards,shotsOnTarget,accuratePassesPercentage,keyPasses,successfulDribblesPercentage,tackles,interceptions,bigChancesCreated,bigChancesMissed
Bundesliga 25/26,1. FC Heidenheim,Benedikt Gimber,798936,/benedikt-gimber/profil/spieler/227084,D,Defensor,1997-02-19,28.4,1500000.0,6.43,0,0,0.25,0.36,1448,18,21,6,0,2,83.86,1,71.43,35,13,1,0
Bundesliga 25/26,1. FC Heidenheim,Omar Haktab Traore,920022,,D,Defensor,1998-02-04,27.5,,6.42,0,2,0.43,1.36,1514,16,26,2,0,2,77.03,13,52.0,24,14,3,1
Bundesliga 25/26,1. FC Heidenheim,Adam Kölle,2192753,/adam-kolle/profil/spieler/921431,D,Defensor,2006-04-28,19.3,1000000.0,6.38,1,0,0.65,0.07,89,0,6,1,0,1,67.74,1,0.0,1,1,0,1
Bundesliga 25/26,1. FC Heidenheim,Leart Paqarada,151581,,D,Defensor,1994-10-08,30.8,,0.0,0,0,,0.0,7,1,1,0,0,0,100.0,0,0.0,0,0,0,0
Bundesliga 25/26,1. FC Heidenheim,Tobias Weigel,2255188,/tobias-weigel/profil/spieler/1153630,F,Atacante,2007-04-26,18.3,300000.0,0.0,0,0,,0.0,1,0,1,0,0,0,100.0,0,0.0,0,0,0,0
Bundesliga 25/26,RB Leipzig,Yan Diomande,2087085,/yan-diomande/profil/spieler/1390649,F,Atacante,2006-11-14,18.7,90000000.0,7.72,12,8,7.14,10.12,2476,28,33,2,0,26,83.97,56,59.9,29,16,17,6
Bundesliga 25/26,RB Leipzig,David Raum,856076,/david-raum/profil/spieler/318204,D,Defensor,1998-04-22,27.3,25000000.0,7.33,3,7,2.2,12.39,2556,29,30,6,0,8,80.78,98,44.44,48,30,22,2
Bundesliga 25/26,RB Leipzig,Willi Orbán,136924,/willi-orban/profil/spieler/93740,D,Defensor,1992-11-03,32.7,5000000.0,7.22,2,0,2.38,1.05,2950,33,33,4,0,9,89.66,11,75.0,47,42,1,4
Bundesliga 25/26,RB Leipzig,Brajan Gruda,1198075,/brajan-gruda/profil/spieler/700106,M,Meio-campo,2004-05-31,21.2,28000000.0,7.18,3,3,3.44,2.67,755,8,13,1,0,10,78.46,17,60.0,8,0,5,3
Bundesliga 25/26,RB Leipzig,Antonio Nusa,1121923,/antonio-nusa/profil/spieler/894914,F,Atacante,2005-04-17,20.3,32000000.0,7.07,4,3,4.41,5.16,2035,24,31,0,0,20,79.05,33,52.71,26,10,9,3
Bundesliga 25/26,RB Leipzig,Castello Lukeba,976421,/castello-lukeba/profil/spieler/618472,D,Defensor,2002-12-17,22.6,50000000.0,7.07,1,0,1.16,0.77,2177,24,26,3,0,2,90.17,7,75.86,31,30,0,0
Bundesliga 25/26,RB Leipzig,Maarten Vandevoordt,934385,/maarten-vandevoordt/profil/spieler/486046,G,Goleiro,2002-02-26,23.4,15000000.0,7.07,0,0,,0.04,1051,11,12,0,0,0,72.68,0,100.0,1,0,0,0
Bundesliga 25/26,RB Leipzig,Lukas Klostermann,319853,/lukas-klostermann/profil/spieler/215599,D,Defensor,1996-06-03,29.2,3500000.0,6.95,0,1,0.09,0.02,102,1,5,0,0,1,91.07,2,0.0,3,1,0,0
Bundesliga 25/26,RB Leipzig,Xaver Schlager,791079,/xaver-schlager/profil/spieler/223979,M,Meio-campo,1997-09-28,27.8,10000000.0,6.94,3,1,2.11,2.51,1837,21,26,6,0,7,86.89,21,68.75,37,8,2,1
Bundesliga 25/26,RB Leipzig,Christoph Baumgartner,825956,/christoph-baumgartner/profil/spieler/324278,M,Meio-campo,1999-08-01,26.0,40000000.0,6.93,13,8,15.1,3.94,2789,32,33,10,0,35,75.71,37,39.39,54,21,6,21
Bundesliga 25/26,RB Leipzig,Nicolas Seiwald,976575,/nicolas-seiwald/profil/spieler/404950,M,Meio-campo,2001-05-04,24.2,25000000.0,6.9,0,2,1.83,1.89,2703,31,33,2,0,7,88.92,15,72.73,66,56,3,2
Bundesliga 25/26,RB Leipzig,Assan Ouédraogo,1418623,/assan-ouedraogo/profil/spieler/897424,M,Meio-campo,2006-05-09,19.2,28000000.0,6.89,4,3,2.39,1.86,974,13,19,0,0,13,83.16,14,53.85,8,3,6,2
Bundesliga 25/26,RB Leipzig,Péter Gulácsi,37096,/peter-gulacsi/profil/spieler/57071,G,Goleiro,1990-05-06,35.2,1000000.0,6.88,0,0,,0.03,2009,23,23,1,0,0,82.81,0,0.0,0,0,0,0
Bundesliga 25/26,RB Leipzig,El Chadaille Bitshiabu,1048009,/el-chadaille-bitshiabu/profil/spieler/787912,D,Defensor,2005-05-16,20.2,18000000.0,6.87,0,0,0.16,0.14,672,8,11,0,0,0,92.86,2,0.0,8,7,0,0
Bundesliga 25/26,RB Leipzig,Ridle Baku,856553,/ridle-baku/profil/spieler/327251,D,Defensor,1998-04-08,27.3,12000000.0,6.87,2,3,2.56,6.05,2509,28,32,4,0,6,86.07,37,35.14,60,31,10,6
Bundesliga 25/26,RB Leipzig,Johan Bakayoko,1088896,/johan-bakayoko/profil/spieler/565424,F,Atacante,2003-04-20,22.3,20000000.0,6.72,2,0,2.08,1.31,779,8,20,1,0,9,82.58,9,48.39,5,2,1,3
Bundesliga 25/26,RB Leipzig,Loïs Openda,835480,/lois-openda/profil/spieler/368887,F,Atacante,2000-02-16,25.5,25000000.0,6.7,0,0,0.12,0.29,55,1,2,0,0,0,86.67,1,33.33,0,0,0,0
Bundesliga 25/26,RB Leipzig,Max Finkgräfe,1146250,/max-finkgrafe/profil/spieler/810649,D,Defensor,2004-03-27,21.3,5000000.0,6.66,1,1,0.19,0.73,502,5,13,2,0,2,90.43,12,100.0,16,7,2,0
Bundesliga 25/26,RB Leipzig,Rômulo,1133743,/romulo/profil/spieler/957874,F,Atacante,2002-02-08,23.5,30000000.0,6.65,9,4,14.36,2.95,2204,27,30,3,0,27,74.91,26,34.38,30,9,6,22
Bundesliga 25/26,RB Leipzig,Ezechiel Banzuzi,1155383,/ezechiel-banzuzi/profil/spieler/865682,M,Meio-campo,2005-02-16,20.5,16000000.0,6.64,0,1,1.4,0.37,597,2,24,3,0,4,84.91,7,66.67,15,8,0,2
Bundesliga 25/26,RB Leipzig,Conrad Harder,1494826,/conrad-harder/profil/spieler/807386,F,Atacante,2005-04-07,20.3,17000000.0,6.6,3,3,4.08,1.86,919,8,29,3,0,13,70.77,14,20.0,10,6,4,8
Bundesliga 25/26,RB Leipzig,Andrija Maksimović,1406171,/andrija-maksimovic/profil/spieler/952779,M,Meio-campo,2007-06-05,18.2,9000000.0,6.6,0,0,0.08,0.17,88,0,8,0,0,0,94.12,3,0.0,0,0,1,0
Bundesliga 25/26,RB Leipzig,Benjamin Henrichs,319857,/benjamin-henrichs/profil/spieler/202591,D,Defensor,1997-02-23,28.4,7000000.0,6.59,1,0,0.22,0.09,319,3,17,0,0,2,81.25,3,16.67,7,5,0,0
Bundesliga 25/26,RB Leipzig,Tidiam Gomis,1426577,/tidiam-gomis/profil/spieler/955448,M,Meio-campo,2006-08-08,19.0,5000000.0,6.53,1,0,0.49,0.51,356,2,18,1,0,3,84.76,2,34.48,4,0,1,0
Bundesliga 25/26,RB Leipzig,Timo Werner,232306,/timo-werner/profil/spieler/170527,F,Atacante,1996-03-06,29.4,3500000.0,6.5,0,0,,0.05,13,0,3,0,0,0,87.5,0,0.0,0,0,0,0
Bundesliga 25/26,RB Leipzig,Samba Konaté,2269705,/samba-konate/profil/spieler/1380977,F,Atacante,2009-02-27,16.4,1000000.0,6.5,0,0,0.02,,8,0,1,0,0,0,0.0,0,0.0,0,0,0,0
Bundesliga 25/26,RB Leipzig,Kosta Nedeljković,1152923,/kosta-nedeljkovic/profil/spieler/848682,D,Defensor,2005-12-16,19.6,6000000.0,6.3,0,0,,0.09,252,3,5,0,0,0,87.1,0,0.0,1,1,0,0
Bundesliga 25/26,RB Leipzig,Xavi Simons,997183,/xavi-simons/profil/spieler/566931,M,Meio-campo,2003-04-21,22.3,40000000.0,6.2,0,0,,0.03,90,1,1,0,0,0,89.19,1,50.0,0,1,0,0
Bundesliga 25/26,RB Leipzig,Kevin Kampl,84251,/kevin-kampl/profil/spieler/53418,M,Meio-campo,1990-10-09,34.8,0.0,0.0,0,0,,0.0,3,0,3,0,0,0,50.0,0,0.0,0,0,0,0
Bundesliga 25/26,Borussia Dortmund,Nico Schlotterbeck,940871,/nico-schlotterbeck/profil/spieler/388198,D,Defensor,1999-12-01,25.7,55000000.0,7.67,5,1,3.72,2.69,2520,28,28,8,0,9,88.26,12,65.22,50,27,1,2
Bundesliga 25/26,Borussia Dortmund,Ramy Bensebaini,577726,/ramy-bensebaini/profil/spieler/284732,D,Defensor,1995-04-16,30.3,7000000.0,7.38,5,2,3.11,1.94,1529,15,21,6,0,7,87.41,10,57.14,28,18,1,0
Bundesliga 25/26,Borussia Dortmund,Waldemar Anton,799046,/waldemar-anton/profil/spieler/193004,D,Defensor,1996-07-20,29.0,18000000.0,7.25,2,0,1.74,1.26,2880,32,32,3,0,6,89.85,8,56.52,73,30,0,0
Bundesliga 25/26,Borussia Dortmund,Aarón Anselmino,1500263,/aaron-anselmino/profil/spieler/1145504,D,Defensor,2005-04-29,20.3,10000000.0,7.24,1,0,0.07,0.11,368,4,6,0,0,1,87.32,0,50.0,9,5,0,0
Bundesliga 25/26,Borussia Dortmund,Emre Can,138156,/emre-can/profil/spieler/119296,D,Defensor,1994-01-12,31.6,3000000.0,7.22,3,0,2.45,0.4,621,7,9,3,0,4,86.22,0,60.0,12,16,0,0
Bundesliga 25/26,Borussia Dortmund,Gregor Kobel,556866,/gregor-kobel/profil/spieler/257814,G,Goleiro,1997-12-06,27.7,40000000.0,7.14,0,0,,0.1,3060,34,34,3,0,0,72.13,0,0.0,0,0,0,0
Bundesliga 25/26,Borussia Dortmund,Julian Ryerson,800951,/julian-ryerson/profil/spieler/370789,M,Meio-campo,1997-11-17,27.7,25000000.0,7.08,0,15,0.93,10.04,2272,26,31,8,0,1,82.58,56,35.82,34,14,22,1
Bundesliga 25/26,Borussia Dortmund,Julian Brandt,226978,/julian-brandt/profil/spieler/187492,F,Atacante,1996-05-02,29.2,15000000.0,6.99,7,4,5.7,5.3,1627,17,29,0,0,18,80.9,32,52.94,14,5,8,3
Bundesliga 25/26,Borussia Dortmund,Felix Nmecha,907463,/felix-nmecha/profil/spieler/406640,M,Meio-campo,2000-10-10,24.8,50000000.0,6.94,2,3,3.62,4.24,2184,25,29,0,0,7,87.16,20,57.41,37,27,3,3
Bundesliga 25/26,Borussia Dortmund,Samuele Inacio,1861666,/samuele-inacio/profil/spieler/1058359,M,Meio-campo,2008-04-02,17.3,15000000.0,6.91,1,0,1.76,0.59,383,4,7,2,0,5,84.68,8,71.43,6,2,1,2
Bundesliga 25/26,Borussia Dortmund,Marcel Sabitzer,133908,/marcel-sabitzer/profil/spieler/106987,M,Meio-campo,1994-03-17,31.4,6000000.0,6.9,1,2,1.15,2.18,1822,21,26,3,0,4,83.84,15,60.0,30,19,4,0
Bundesliga 25/26,Borussia Dortmund,Niklas Süle,168937,/niklas-sule/profil/spieler/166601,D,Defensor,1995-09-03,29.9,0.0,6.88,0,1,0.03,0.2,487,7,11,3,0,1,93.65,2,50.0,8,5,1,0
Bundesliga 25/26,Borussia Dortmund,Karim Adeyemi,940054,/karim-adeyemi/profil/spieler/496094,F,Atacante,2002-01-18,23.5,40000000.0,6.86,7,4,4.87,3.16,1215,15,28,5,0,14,71.67,16,36.49,5,8,6,5
Bundesliga 25/26,Borussia Dortmund,Yan Couto,1002813,/yan-couto/profil/spieler/627228,M,Meio-campo,2002-06-03,23.2,17000000.0,6.83,2,2,1.01,3.02,1010,11,19,4,0,4,81.7,17,52.0,20,7,4,0
Bundesliga 25/26,Borussia Dortmund,Serhou Guirassy,328027,/serhou-guirassy/profil/spieler/270541,F,Atacante,1996-03-12,29.4,32000000.0,6.83,17,1,17.56,3.5,2348,27,33,3,0,40,75.57,20,46.15,2,0,1,21
Bundesliga 25/26,Borussia Dortmund,Pascal Groß,48480,/pascal-gross/profil/spieler/82873,M,Meio-campo,1991-06-15,34.1,2500000.0,6.81,0,1,0.59,2.5,618,7,11,0,0,1,87.28,11,80.0,8,6,1,1
Bundesliga 25/26,Borussia Dortmund,Maximilian Beier,980628,/maximilian-beier/profil/spieler/578392,F,Atacante,2002-10-17,22.8,40000000.0,6.8,9,6,7.35,4.97,2036,24,32,3,0,20,70.41,26,37.5,26,14,9,10
Bundesliga 25/26,Borussia Dortmund,Luca Reggiani,1937833,/luca-reggiani/profil/spieler/1074990,D,Defensor,2008-01-09,17.6,10000000.0,6.8,1,0,0.43,0.1,513,6,8,2,0,1,88.1,2,100.0,14,2,1,1
Bundesliga 25/26,Borussia Dortmund,Almugera Kabar,1418620,/almugera-kabar/profil/spieler/884820,D,Defensor,2006-02-06,19.5,3000000.0,6.8,0,0,0.1,0.02,15,0,1,0,0,0,50.0,0,0.0,1,0,0,0
Bundesliga 25/26,Borussia Dortmund,Daniel Svensson,1021272,/daniel-svensson/profil/spieler/579287,M,Meio-campo,2002-02-12,23.5,22000000.0,6.78,2,2,1.79,5.5,2452,27,33,0,0,4,83.45,35,50.0,38,20,6,4
Bundesliga 25/26,Borussia Dortmund,Jobe Bellingham,1134083,/jobe-bellingham/profil/spieler/796297,M,Meio-campo,2005-09-23,19.9,40000000.0,6.75,0,1,1.08,1.27,1800,20,32,2,1,6,87.4,9,48.39,44,38,2,0
Bundesliga 25/26,Borussia Dortmund,Carney Chukwuemeka,994556,/carney-chukwuemeka/profil/spieler/659459,M,Meio-campo,2003-10-20,21.8,20000000.0,6.69,2,0,1.93,2.14,939,8,28,2,0,2,85.12,11,46.81,21,6,0,1
Bundesliga 25/26,Borussia Dortmund,Salih Özcan,795005,/salih-ozcan/profil/spieler/244940,M,Meio-campo,1998-01-11,27.6,3500000.0,6.63,0,0,0.1,0.26,93,0,11,0,0,0,90.32,2,0.0,2,0,0,0
Bundesliga 25/26,Borussia Dortmund,Fábio Silva,954076,/fabio-silva/profil/spieler/505653,F,Atacante,2002-07-19,23.0,22000000.0,6.59,2,6,2.64,2.53,828,7,28,3,0,8,72.39,17,41.38,7,2,7,1
Bundesliga 25/26,Borussia Dortmund,Filippo Mané,1137131,/filippo-mane/profil/spieler/883007,D,Defensor,2005-03-08,20.4,2500000.0,6.15,0,0,,0.15,132,2,4,0,1,0,86.27,0,0.0,1,2,0,0
Bundesliga 25/26,Borussia Dortmund,Mathis Albert,1937835,/mathis-albert/profil/spieler/1193849,F,Atacante,2009-05-21,16.2,300000.0,0.0,0,0,,0.01,1,0,1,0,0,0,66.67,0,0.0,1,0,0,0
Bundesliga 25/26,SV Werder Bremen,Karl Hein,991591,/karl-hein/profil/spieler/493513,G,Goleiro,2002-04-13,23.3,3000000.0,7.6,0,0,,0.0,180,2,2,0,0,0,75.45,0,100.0,0,0,0,0
Bundesliga 25/26,SV Werder Bremen,Mick Schmetgens,1568521,/mick-schmetgens/profil/spieler/1045986,D,Defensor,2007-09-09,17.9,700000.0,7.5,0,0,,0.11,36,0,2,0,0,0,90.0,0,0.0,1,1,0,0
Bundesliga 25/26,SV Werder Bremen,Maximilian Wöber,794962,/maximilian-wober/profil/spieler/263361,D,Defensor,1998-02-04,27.5,3000000.0,7.25,0,0,,0.35,35,0,2,0,0,0,50.0,1,0.0,1,2,1,0
Bundesliga 25/26,SV Werder Bremen,Mio Backhaus,1083390,/mio-backhaus/profil/spieler/620295,G,Goleiro,2004-04-16,21.3,15000000.0,7.12,0,0,,0.05,2880,32,32,1,0,0,78.9,0,0.0,0,0,0,0
Bundesliga 25/26,SV Werder Bremen,Amos Pieper,851254,/amos-pieper/profil/spieler/334221,D,Defensor,1998-01-17,27.5,4000000.0,7.03,0,0,0.42,0.51,1504,19,19,4,0,3,85.67,2,0.0,31,25,0,0
Bundesliga 25/26,SV Werder Bremen,Jens Stage,830142,/jens-stage/profil/spieler/289835,M,Meio-campo,1996-11-08,28.7,14000000.0,6.98,10,2,6.08,3.21,2468,29,29,5,0,21,75.34,26,52.0,41,18,4,5
Bundesliga 25/26,SV Werder Bremen,Romano Schmid,830127,/romano-schmid/profil/spieler/346853,M,Meio-campo,2000-01-27,25.5,15000000.0,6.91,4,8,7.83,10.44,2988,34,34,4,0,21,76.22,89,37.76,46,11,17,7
Bundesliga 25/26,SV Werder Bremen,Marco Friedl,825771,/marco-friedl/profil/spieler/156990,D,Defensor,1998-03-16,27.4,10000000.0,6.88,1,0,0.68,1.08,2549,29,30,9,1,2,88.98,5,57.14,44,35,0,0
Bundesliga 25/26,SV Werder Bremen,Olivier Deman,960114,/olivier-deman/profil/spieler/621802,D,Defensor,2000-04-06,25.3,3500000.0,6.87,1,2,0.51,1.72,1255,14,16,3,0,3,79.53,17,46.15,39,11,1,0
Bundesliga 25/26,SV Werder Bremen,Samuel Mbangula,1100836,/samuel-mbangula/profil/spieler/654991,M,Meio-campo,2004-01-16,21.5,8000000.0,6.83,3,2,1.68,1.79,1182,12,26,0,0,8,86.9,15,55.56,16,4,2,2
Bundesliga 25/26,SV Werder Bremen,Senne Lynen,826171,/senne-lynen/profil/spieler/338668,M,Meio-campo,1999-02-19,26.4,8000000.0,6.79,0,0,1.11,1.65,2757,31,31,4,0,4,86.62,15,31.58,63,78,1,1
Bundesliga 25/26,SV Werder Bremen,Marco Grüll,815612,/marco-grull/profil/spieler/391766,F,Atacante,1998-07-06,27.1,4000000.0,6.76,3,1,3.6,3.09,2020,23,33,5,0,13,77.11,33,48.84,38,15,1,3
Bundesliga 25/26,SV Werder Bremen,Skelly Alvero,1165722,/skelly-alvero/profil/spieler/855134,M,Meio-campo,2002-05-04,23.2,2000000.0,6.75,0,0,,0.0,37,0,2,0,0,0,95.83,0,0.0,0,1,0,0
Bundesliga 25/26,SV Werder Bremen,Justin Njinmah,1005343,/justin-njinmah/profil/spieler/596153,F,Atacante,2000-11-15,24.7,5000000.0,6.68,5,0,6.71,1.09,1955,22,33,2,0,23,76.71,16,38.18,23,6,1,6
Bundesliga 25/26,SV Werder Bremen,Victor Okoh Boniface,978521,,F,Atacante,2000-12-23,24.6,,6.67,0,2,1.08,0.61,325,2,11,1,0,6,68.81,7,35.71,2,0,2,0
Bundesliga 25/26,SV Werder Bremen,Felix Agu,933398,/felix-agu/profil/spieler/393512,D,Defensor,1999-09-27,25.8,4500000.0,6.66,0,0,0.06,0.77,746,9,11,1,0,1,79.31,7,57.14,20,11,0,0
Bundesliga 25/26,SV Werder Bremen,Jovan Milošević,1154491,/jovan-milosevic/profil/spieler/943795,F,Atacante,2005-07-31,20.0,7000000.0,6.66,3,1,2.01,0.37,501,5,13,1,0,4,74.53,3,55.56,4,1,1,3
Bundesliga 25/26,SV Werder Bremen,Cameron Puertas,916176,/cameron-puertas/profil/spieler/449592,M,Meio-campo,1998-08-18,27.0,7000000.0,6.66,1,2,1.82,2.38,1878,22,28,6,0,8,85.23,27,36.59,60,19,5,0
Bundesliga 25/26,SV Werder Bremen,Isaac Schmidt,1015164,/isaac-schmidt/profil/spieler/449597,D,Defensor,1999-12-07,25.7,2200000.0,6.64,1,0,1.01,0.8,677,6,19,2,0,2,77.3,10,58.82,16,11,0,0
Bundesliga 25/26,SV Werder Bremen,Leonardo Bittencourt,111969,/leonardo-bittencourt/profil/spieler/93844,M,Meio-campo,1993-12-19,31.6,900000.0,6.64,0,1,0.28,1.3,625,5,17,5,0,0,85.35,5,37.5,16,8,2,0
Bundesliga 25/26,SV Werder Bremen,Salim Musah,1864786,/salim-musah/profil/spieler/1042472,F,Atacante,2006-02-22,19.4,2000000.0,6.61,1,0,0.86,0.36,210,2,8,0,0,4,75.0,3,50.0,3,2,0,1
Bundesliga 25/26,SV Werder Bremen,Patrice Čović,1596105,/patrice-covic/profil/spieler/1114155,M,Meio-campo,2007-06-25,18.1,4000000.0,6.6,1,0,1.32,0.55,348,2,15,1,0,2,79.5,3,0.0,13,4,2,1
Bundesliga 25/26,SV Werder Bremen,Niklas Stark,229544,/niklas-stark/profil/spieler/162434,D,Defensor,1995-04-14,30.3,2500000.0,6.54,0,0,0.41,0.25,727,9,14,4,2,1,87.94,0,0.0,16,14,0,1
Bundesliga 25/26,SV Werder Bremen,Yukinari Sugawara,905347,/yukinari-sugawara/profil/spieler/405385,D,Defensor,2000-06-28,25.1,5500000.0,6.52,0,6,1.85,3.06,2432,29,31,2,1,11,79.87,20,39.29,36,12,4,2
Bundesliga 25/26,SV Werder Bremen,Karim Coulibaly,1797852,/karim-coulibaly/profil/spieler/1084638,D,Defensor,2007-05-23,18.2,28000000.0,6.47,1,0,0.66,0.47,2122,24,27,3,1,1,86.71,7,66.67,27,23,0,1
Bundesliga 25/26,SV Werder Bremen,Julián Malatini,1087043,/julian-malatini/profil/spieler/830108,D,Defensor,2001-05-31,24.2,2000000.0,6.44,0,0,0.03,0.45,540,5,11,3,0,0,83.48,2,33.33,15,5,0,0
Bundesliga 25/26,SV Werder Bremen,Keke Topp,1166832,/keke-topp/profil/spieler/701757,F,Atacante,2004-03-25,21.4,3000000.0,6.42,1,1,2.04,0.72,659,7,20,4,0,3,75.13,8,55.56,9,1,1,4
Bundesliga 25/26,SV Werder Bremen,Isak Hansen Aarøen,1019011,/isak-hansen-aaroen/profil/spieler/670116,M,Meio-campo,2004-08-22,20.9,600000.0,0.0,0,0,,0.0,1,0,1,0,0,0,60.0,0,0.0,2,0,0,0
Bundesliga 25/26,VfB Stuttgart,Dan Zagadou,826205,,D,Defensor,1999-06-03,26.2,,7.53,0,0,0.34,0.12,210,3,3,0,0,1,86.38,1,100.0,5,5,0,0
Bundesliga 25/26,VfB Stuttgart,Angelo Stiller,901882,/angelo-stiller/profil/spieler/443710,M,Meio-campo,2001-04-04,24.3,45000000.0,7.25,2,5,3.08,7.46,2750,30,34,1,0,8,88.12,56,58.33,49,30,10,4
Bundesliga 25/26,VfB Stuttgart,Maximilian Mittelstädt,788949,/maximilian-mittelstadt/profil/spieler/282660,D,Defensor,1997-03-18,28.4,18000000.0,7.2,6,4,4.4,6.02,2195,24,32,4,0,16,86.17,37,63.64,67,37,10,1
Bundesliga 25/26,VfB Stuttgart,Alexander Nübel,584722,/alexander-nubel/profil/spieler/195778,G,Goleiro,1996-09-30,28.8,12000000.0,7.19,0,1,,0.1,3060,34,34,0,0,0,69.77,3,0.0,0,1,1,0
Bundesliga 25/26,VfB Stuttgart,Deniz Undav,794298,/deniz-undav/profil/spieler/339314,F,Atacante,1996-07-19,29.0,22000000.0,7.19,19,6,16.4,4.03,2247,25,29,5,0,46,72.64,41,50.0,18,4,8,19
Bundesliga 25/26,VfB Stuttgart,Chris Führich,891510,/chris-fuhrich/profil/spieler/272278,M,Meio-campo,1998-01-09,27.6,12000000.0,7.17,7,7,4.26,8.05,1723,20,33,2,0,23,82.97,49,58.33,15,3,15,5
Bundesliga 25/26,VfB Stuttgart,Jeff Chabot,863271,/jeff-chabot/profil/spieler/303219,D,Defensor,1998-02-12,27.5,15000000.0,7.11,0,0,1.13,0.85,2296,26,27,3,0,7,88.82,7,57.14,34,36,0,2
Bundesliga 25/26,VfB Stuttgart,Jamie Leweling,990201,/jamie-leweling/profil/spieler/518505,M,Meio-campo,2001-02-26,24.4,40000000.0,7.03,7,9,4.31,5.22,2375,26,32,4,0,18,77.38,41,45.59,22,14,10,1
Bundesliga 25/26,VfB Stuttgart,Bilal El Khannouss,1126569,/bilal-el-khannouss/profil/spieler/654982,M,Meio-campo,2004-05-10,21.2,35000000.0,6.98,4,5,3.17,5.74,1634,19,25,6,0,15,79.34,45,56.25,28,10,8,3
Bundesliga 25/26,VfB Stuttgart,Chema Andrés,1464641,/chema-andres/profil/spieler/948279,M,Meio-campo,2005-04-25,20.3,20000000.0,6.95,3,0,1.4,1.15,1327,14,25,5,0,6,84.87,15,100.0,30,32,1,2
Bundesliga 25/26,VfB Stuttgart,Nikolas Nartey,861981,/nikolas-nartey/profil/spieler/400546,M,Meio-campo,2000-02-22,25.4,10000000.0,6.93,4,3,2.52,2.76,1262,14,28,2,0,12,83.3,24,66.67,14,10,6,4
Bundesliga 25/26,VfB Stuttgart,Ermedin Demirović,878081,/ermedin-demirovic/profil/spieler/335457,F,Atacante,1998-03-25,27.4,22000000.0,6.92,12,3,7.55,2.01,1506,17,25,5,0,22,73.2,17,50.0,14,1,4,10
Bundesliga 25/26,VfB Stuttgart,Luca Jaquez,1127823,/luca-jaquez/profil/spieler/539798,D,Defensor,2003-06-02,22.2,10000000.0,6.82,0,1,0.12,0.47,900,10,14,1,0,0,90.78,5,100.0,8,10,1,0
Bundesliga 25/26,VfB Stuttgart,Atakan Karazor,801030,/atakan-karazor/profil/spieler/232320,M,Meio-campo,1996-10-13,28.8,8000000.0,6.81,0,1,0.73,1.72,1898,22,28,5,1,2,85.01,12,57.14,42,16,3,2
Bundesliga 25/26,VfB Stuttgart,Ramon Hendriks,916943,/ramon-hendriks/profil/spieler/436064,D,Defensor,2001-07-18,24.0,25000000.0,6.75,0,3,0.31,1.1,2033,22,31,3,0,0,90.42,6,100.0,35,21,1,0
Bundesliga 25/26,VfB Stuttgart,Tiago Tomás,983540,/tiago-tomas/profil/spieler/616344,F,Atacante,2002-06-16,23.1,15000000.0,6.73,5,3,5.97,1.11,1039,10,27,4,0,10,79.07,11,38.24,15,5,2,5
Bundesliga 25/26,VfB Stuttgart,Finn Jeltsch,1418649,/finn-jeltsch/profil/spieler/924117,D,Defensor,2006-07-17,19.0,35000000.0,6.73,0,1,0.15,0.34,1512,17,23,3,0,0,90.8,5,71.43,24,19,0,0
Bundesliga 25/26,VfB Stuttgart,Ameen Al-Dakhil,1979970,,D,Defensor,2002-03-06,23.4,,6.6,0,0,0.06,0.06,390,3,8,1,0,0,88.58,2,66.67,8,4,0,0
Bundesliga 25/26,VfB Stuttgart,Lorenz Assignon,1009334,/lorenz-assignon/profil/spieler/711969,D,Defensor,2000-06-22,25.1,9000000.0,6.56,0,0,0.57,2.03,1109,12,24,3,1,4,83.75,10,52.38,22,13,3,1
Bundesliga 25/26,VfB Stuttgart,Badredine Bouanani,1153265,/badredine-bouanani/profil/spieler/707242,M,Meio-campo,2004-12-08,20.6,10000000.0,6.56,0,0,0.97,0.94,481,5,14,1,0,4,77.72,5,26.67,4,4,0,2
Bundesliga 25/26,VfB Stuttgart,Lazar Jovanović,1427148,/lazar-jovanovic/profil/spieler/897505,M,Meio-campo,2006-11-30,18.7,3500000.0,6.53,0,0,0.07,0.34,43,0,3,0,0,0,61.54,2,100.0,0,0,0,0
Bundesliga 25/26,VfB Stuttgart,Jeremy Arevalo,1464642,/jeremy-arevalo/profil/spieler/971663,F,Atacante,2005-03-19,20.4,7000000.0,6.52,0,1,0.13,0.03,59,0,7,0,0,1,73.68,1,33.33,0,0,0,0
Bundesliga 25/26,VfB Stuttgart,Pascal Stenzel,352562,/pascal-stenzel/profil/spieler/195246,D,Defensor,1996-03-20,29.4,1200000.0,6.45,0,0,0.31,0.04,107,2,2,2,0,1,85.71,0,0.0,0,2,0,0
Bundesliga 25/26,VfB Stuttgart,Josha Vagnoman,906278,/josha-vagnoman/profil/spieler/448258,D,Defensor,2000-12-11,24.6,10000000.0,6.43,1,3,2.89,1.91,1593,18,27,3,0,11,81.8,16,54.55,30,3,3,5
Bundesliga 25/26,VfB Stuttgart,Nick Woltemade,980623,/nick-woltemade/profil/spieler/455661,F,Atacante,2002-02-14,23.5,55000000.0,6.2,0,0,,0.1,90,1,1,0,0,0,55.56,1,100.0,1,0,1,0
