season,team,player_name,player_sofa_id,tm_href,position,position_label,birth_date,age,market_value,rating,goals,assists,expectedGoals,expectedAssists,minutesPlayed,matchesStarted,appearances,yellowCards,redCards,shotsOnTarget,accuratePassesPercentage,keyPasses,successfulDribblesPercentage,tackles,interceptions,bigChancesCreated,bigChancesMissed
Bundesliga 24/25,FC St. Pauli,Erik Ahlstrand,980742,/erik-ahlstrand/profil/spieler/501049,M,Meio-campo,2001-10-14,22.8,500000.0,6.53,0,0,,0.01,40,0,5,0,0,0,76.92,0,0.0,0,1,0,0
Bundesliga 24/25,FC St. Pauli,Robert Wagner,1131338,/robert-wagner/profil/spieler/690429,M,Meio-campo,2003-07-14,21.1,3000000.0,6.5,0,0,0.11,0.09,419,5,12,1,0,0,77.17,0,50.0,8,2,0,0
Bundesliga 24/25,FC St. Pauli,Scott Banks,944027,/scott-banks/profil/spieler/596821,M,Meio-campo,2001-01-01,23.6,500000.0,6.49,0,0,0.28,0.07,112,0,12,1,0,0,71.43,0,40.0,1,2,0,1
Bundesliga 24/25,FC St. Pauli,Maurides,243693,/maurides/profil/spieler/227511,F,Atacante,1994-03-10,30.4,350000.0,0.0,0,0,,0.0,1,0,1,0,0,0,50.0,0,0.0,0,0,0,0
Bundesliga 24/25,FC St. Pauli,Fin Stevens,1064630,/fin-stevens/profil/spieler/587019,D,Defensor,2003-04-10,21.3,500000.0,0.0,0,0,,0.0,1,0,1,0,0,0,0.0,0,0.0,0,0,0,0
Bundesliga 24/25,1. FC Union Berlin,Diogo Leite,855663,/diogo-leite/profil/spieler/357156,D,Defensor,1999-01-23,25.5,17000000.0,7.18,1,2,1.31,2.28,2458,28,29,3,0,8,78.43,12,71.43,61,55,2,2
Bundesliga 24/25,1. FC Union Berlin,Frederik Rønnow,137692,/frederik-ronnow/profil/spieler/107775,G,Goleiro,1992-08-04,32.0,3000000.0,7.1,0,0,0.09,0.11,2430,27,27,2,0,0,63.59,0,100.0,0,0,0,0
Bundesliga 24/25,1. FC Union Berlin,Andrej Ilić,953767,/andrej-ilic/profil/spieler/583699,F,Atacante,2000-04-03,24.3,4000000.0,6.94,7,0,4.89,0.18,943,11,16,1,0,12,58.51,6,14.29,2,5,0,3
Bundesliga 24/25,1. FC Union Berlin,Christopher Trimmel,48557,/christopher-trimmel/profil/spieler/75921,M,Meio-campo,1987-02-24,37.4,600000.0,6.93,0,3,0.23,3.25,1744,20,26,5,0,3,66.21,36,28.57,38,18,2,0
Bundesliga 24/25,1. FC Union Berlin,Leopold Querfeld,1086547,/leopold-querfeld/profil/spieler/597432,D,Defensor,2003-12-20,20.6,13000000.0,6.9,2,2,1.14,1.25,1750,17,27,8,0,4,81.41,10,37.5,25,19,2,2
Bundesliga 24/25,1. FC Union Berlin,Woo-Yeong Jeong,927405,,F,Atacante,1999-09-20,24.9,,6.87,3,2,2.76,1.88,1203,16,22,2,0,6,79.43,14,63.16,10,11,2,1
Bundesliga 24/25,1. FC Union Berlin,Robert Skov,327863,/robert-skov/profil/spieler/270393,M,Meio-campo,1996-05-20,28.2,4000000.0,6.84,2,1,1.5,2.34,773,10,14,1,0,5,70.55,14,25.0,14,7,4,1
Bundesliga 24/25,1. FC Union Berlin,Josip Juranović,791642,/josip-juranovic/profil/spieler/362977,M,Meio-campo,1995-08-16,29.0,4000000.0,6.84,0,0,0.29,2.71,1167,13,17,4,0,2,71.5,27,57.89,21,7,3,0
Bundesliga 24/25,1. FC Union Berlin,András Schäfer,877302,/andras-schafer/profil/spieler/454863,M,Meio-campo,1999-04-13,25.3,5000000.0,6.82,1,1,0.57,1.17,1467,16,25,3,0,1,75.15,8,50.0,51,21,1,0
Bundesliga 24/25,1. FC Union Berlin,Danilho Doekhi,830803,/danilho-doekhi/profil/spieler/387047,D,Defensor,1998-06-30,26.1,13000000.0,6.82,1,0,2.37,0.79,2970,33,33,4,0,4,78.79,11,75.0,35,43,3,2
Bundesliga 24/25,1. FC Union Berlin,Kevin Vogt,48660,/kevin-vogt/profil/spieler/84435,D,Defensor,1991-09-23,32.9,1000000.0,6.82,1,0,0.79,0.24,1280,15,17,5,0,1,87.76,2,80.0,10,8,0,0
Bundesliga 24/25,1. FC Union Berlin,Rani Khedira,149479,/rani-khedira/profil/spieler/124410,M,Meio-campo,1994-01-27,30.5,2500000.0,6.82,1,1,1.37,0.93,2647,30,31,7,0,1,76.36,12,45.45,64,42,2,1
Bundesliga 24/25,1. FC Union Berlin,Benedict Hollerbach,975800,/benedict-hollerbach/profil/spieler/453870,F,Atacante,2001-05-17,23.2,12000000.0,6.78,8,0,5.97,2.23,2464,29,33,2,0,23,72.41,26,40.0,43,2,3,6
Bundesliga 24/25,1. FC Union Berlin,Tom Alexander Rothe,1210666,,D,Defensor,2004-10-29,19.8,,6.78,3,3,1.72,1.46,1592,18,25,4,1,8,69.93,12,25.0,45,18,2,2
Bundesliga 24/25,1. FC Union Berlin,Lucas Tousart,787889,/lucas-tousart/profil/spieler/353948,M,Meio-campo,1997-04-29,27.3,2500000.0,6.77,0,1,0.39,0.56,567,6,15,2,0,5,67.5,3,45.45,17,7,1,0
Bundesliga 24/25,1. FC Union Berlin,László Bénes,354558,/laszlo-benes/profil/spieler/243188,M,Meio-campo,1997-09-09,26.9,3000000.0,6.76,2,1,0.9,1.32,591,3,22,4,0,7,71.7,19,20.0,2,3,1,2
Bundesliga 24/25,1. FC Union Berlin,Yorbe Vertessen,909958,/yorbe-vertessen/profil/spieler/409517,F,Atacante,2001-01-08,23.6,6000000.0,6.76,1,0,1.17,1.8,713,7,16,2,0,5,69.19,15,40.0,6,3,3,0
Bundesliga 24/25,1. FC Union Berlin,Jordan Siebatcheu,788786,/jordan/profil/spieler/355369,F,Atacante,1996-04-26,28.3,3000000.0,6.72,0,1,2.98,0.33,873,10,17,2,0,8,68.98,13,53.85,11,4,0,7
Bundesliga 24/25,1. FC Union Berlin,Janik Haberer,168985,/janik-haberer/profil/spieler/177779,M,Meio-campo,1994-04-02,30.3,2500000.0,6.71,0,0,0.73,1.87,1704,21,27,1,0,3,78.48,7,40.0,39,17,2,0
Bundesliga 24/25,1. FC Union Berlin,Aljoscha Kemlein,1198074,/aljoscha-kemlein/profil/spieler/692737,M,Meio-campo,2004-08-02,20.0,7000000.0,6.7,1,0,0.94,0.67,902,11,14,3,0,3,75.45,10,71.43,10,6,1,1
Bundesliga 24/25,1. FC Union Berlin,Robin Gosens,377118,/robin-gosens/profil/spieler/273132,D,Defensor,1994-07-05,30.1,8000000.0,6.7,0,0,0.02,0.06,90,1,1,1,0,0,58.06,1,0.0,0,1,1,0
Bundesliga 24/25,1. FC Union Berlin,Marin Ljubičić,1090010,/marin-ljubicic/profil/spieler/838236,F,Atacante,2002-02-28,22.4,4000000.0,6.68,1,1,0.44,0.43,294,1,13,1,0,1,56.9,2,50.0,2,0,1,0
Bundesliga 24/25,1. FC Union Berlin,Alexander Schwolow,134778,/alexander-schwolow/profil/spieler/93763,G,Goleiro,1992-06-02,32.2,500000.0,6.68,0,0,,0.1,540,6,6,0,0,0,68.33,0,0.0,0,0,0,0
Bundesliga 24/25,1. FC Union Berlin,Tim Skarke,800252,/tim-skarke/profil/spieler/287920,M,Meio-campo,1996-09-07,27.9,2000000.0,6.6,0,2,1.69,1.12,1114,10,32,1,0,8,72.01,14,43.48,14,5,1,2
Bundesliga 24/25,1. FC Union Berlin,Ivan Prtajin,796672,/ivan-prtajin/profil/spieler/340700,F,Atacante,1996-05-14,28.2,1200000.0,6.6,0,0,0.52,0.06,167,2,5,0,0,2,37.78,1,100.0,3,0,0,1
Bundesliga 24/25,1. FC Union Berlin,Kevin Volland,117373,/kevin-volland/profil/spieler/82009,M,Meio-campo,1992-07-30,32.0,700000.0,6.55,0,0,,0.21,66,0,4,1,0,0,71.43,1,0.0,0,0,0,0
Bundesliga 24/25,1. FC Union Berlin,David Preu,1518974,/david-preu/profil/spieler/745075,D,Defensor,2004-10-26,19.8,400000.0,6.55,0,0,0.13,0.03,119,1,5,1,0,0,64.0,0,33.33,1,0,0,0
Bundesliga 24/25,1. FC Union Berlin,Jérôme Roussillon,146500,/jerome-roussillon/profil/spieler/127076,D,Defensor,1993-01-06,31.6,800000.0,6.54,0,0,0.1,0.03,143,1,7,0,0,0,75.0,0,33.33,0,2,0,0
Bundesliga 24/25,1. FC Heidenheim,Patrick Mainka,254429,/patrick-mainka/profil/spieler/133731,D,Defensor,1994-11-06,29.7,3000000.0,7.09,1,0,1.94,0.65,3060,34,34,4,0,9,85.76,7,66.67,58,68,2,2
Bundesliga 24/25,1. FC Heidenheim,Leo Scienza,1386651,/leo-scienza/profil/spieler/804219,M,Meio-campo,1998-09-11,25.9,3000000.0,7.08,3,3,2.07,4.11,1153,13,25,1,0,15,74.14,35,51.39,17,5,7,1
Bundesliga 24/25,1. FC Heidenheim,Marvin Pieringer,909485,/marvin-pieringer/profil/spieler/471055,F,Atacante,1999-10-04,24.8,5500000.0,7.01,7,3,8.92,2.29,2223,26,31,7,0,20,66.92,30,51.61,23,8,9,9
Bundesliga 24/25,1. FC Heidenheim,Frans Krätzig,1142249,/frans-kratzig/profil/spieler/604320,D,Defensor,2003-01-14,21.5,3500000.0,6.95,1,2,0.63,1.81,1281,16,17,1,0,3,81.6,28,45.0,34,17,2,0
Bundesliga 24/25,1. FC Heidenheim,Budu Zivzivadze,149728,/budu-zivzivadze/profil/spieler/187097,F,Atacante,1994-03-10,30.4,2000000.0,6.91,2,2,1.69,1.41,967,10,15,0,0,10,69.5,12,32.14,17,3,2,2
Bundesliga 24/25,1. FC Heidenheim,Kevin Müller,121908,/kevin-muller/profil/spieler/43824,G,Goleiro,1991-03-15,33.4,700000.0,6.88,0,0,,0.08,2940,33,33,0,0,0,72.67,0,0.0,3,0,0,0
Bundesliga 24/25,1. FC Heidenheim,Jan Schöppner,933707,/jan-schoppner/profil/spieler/581357,M,Meio-campo,1999-06-12,25.1,4000000.0,6.88,4,3,3.87,2.08,2686,32,33,8,0,13,75.05,25,43.75,56,43,7,4
Bundesliga 24/25,1. FC Heidenheim,Adrian Beck,845742,/adrian-beck/profil/spieler/273669,M,Meio-campo,1997-06-09,27.1,2000000.0,6.88,4,1,3.25,1.9,1610,18,32,1,0,13,82.01,21,57.14,36,9,2,3
Bundesliga 24/25,1. FC Heidenheim,Mathias Honsak,575952,/mathias-honsak/profil/spieler/283497,M,Meio-campo,1996-12-20,27.6,2000000.0,6.88,5,1,3.26,1.91,1184,12,22,1,0,10,73.75,14,40.91,15,10,1,1
Bundesliga 24/25,1. FC Heidenheim,Niklas Dorsch,794995,/niklas-dorsch/profil/spieler/251302,M,Meio-campo,1998-01-15,26.5,3500000.0,6.83,2,2,1.0,1.97,1377,19,23,5,1,3,86.57,13,50.0,27,17,2,0
Bundesliga 24/25,1. FC Heidenheim,Frank Feller,1083359,/frank-feller/profil/spieler/806948,G,Goleiro,2004-01-07,20.6,500000.0,6.8,0,0,,0.01,120,1,2,0,0,0,60.34,0,0.0,0,0,0,0
Bundesliga 24/25,1. FC Heidenheim,Marnon Busch,168861,/marnon-busch/profil/spieler/117478,D,Defensor,1994-12-08,29.6,1200000.0,6.8,0,1,0.35,1.79,1397,15,23,1,0,3,76.04,12,42.86,26,13,1,0
Bundesliga 24/25,1. FC Heidenheim,Tim Siersleben,988252,/tim-siersleben/profil/spieler/337092,D,Defensor,2000-03-09,24.4,2000000.0,6.74,0,0,0.58,0.63,1182,14,16,4,0,2,82.28,6,50.0,21,20,1,1
Bundesliga 24/25,1. FC Heidenheim,Benedikt Gimber,798936,/benedikt-gimber/profil/spieler/227084,D,Defensor,1997-02-19,27.4,3000000.0,6.74,0,0,0.72,0.46,2677,32,32,9,0,1,83.07,3,66.67,72,31,1,0
Bundesliga 24/25,1. FC Heidenheim,Mikkel Kaufmann,918437,/mikkel-kaufmann/profil/spieler/545332,F,Atacante,2001-01-03,23.6,1200000.0,6.73,0,0,0.53,0.46,369,3,9,2,0,3,51.14,3,40.0,6,2,0,2
Bundesliga 24/25,1. FC Heidenheim,Maximilian Breunig,935281,/maximilian-breunig/profil/spieler/584254,F,Atacante,2000-08-14,24.0,1500000.0,6.71,2,0,3.44,0.12,347,2,13,0,0,3,57.14,4,50.0,4,1,0,1
Bundesliga 24/25,1. FC Heidenheim,Paul Wanner,1146018,/paul-wanner/profil/spieler/900909,M,Meio-campo,2005-12-22,18.6,18000000.0,6.68,3,2,3.68,1.81,1781,20,29,2,0,7,77.12,20,46.3,40,4,2,6
Bundesliga 24/25,1. FC Heidenheim,Omar Haktab Traore,920022,,D,Defensor,1998-02-04,26.5,,6.67,0,1,0.54,3.32,2621,30,30,6,0,3,73.65,20,44.64,50,21,1,0
Bundesliga 24/25,1. FC Heidenheim,Sirlord Conteh,800400,/sirlord-conteh/profil/spieler/307183,F,Atacante,1996-07-09,28.1,1500000.0,6.67,1,1,2.05,1.45,896,4,29,2,0,5,76.26,14,50.0,9,1,2,3
Bundesliga 24/25,1. FC Heidenheim,Thomas Keller,940236,/thomas-keller/profil/spieler/485747,D,Defensor,1999-08-05,25.0,500000.0,6.66,0,0,0.02,0.02,146,2,6,2,0,0,80.23,0,0.0,6,4,0,0
Bundesliga 24/25,1. FC Heidenheim,Jonas Föhrenbach,311676,/jonas-fohrenbach/profil/spieler/192169,D,Defensor,1996-01-26,28.5,1500000.0,6.64,0,1,0.26,2.14,1832,22,27,3,0,1,74.93,14,43.75,45,16,1,0
Bundesliga 24/25,1. FC Heidenheim,Julian Niehues,1066042,/julian-niehues/profil/spieler/530173,M,Meio-campo,2001-04-17,23.3,1500000.0,6.63,0,0,0.25,0.24,150,0,8,1,0,1,79.27,3,50.0,3,0,0,0
Bundesliga 24/25,1. FC Heidenheim,Luca Kerber,1097453,/luca-kerber/profil/spieler/809498,M,Meio-campo,2002-03-10,22.4,1500000.0,6.63,2,0,0.6,0.41,785,7,23,4,0,5,75.21,6,25.0,26,5,3,1
Bundesliga 24/25,1. FC Heidenheim,Stefan Schimmer,842922,/stefan-schimmer/profil/spieler/394033,F,Atacante,1994-04-28,30.3,500000.0,6.58,0,0,1.07,0.35,255,0,13,1,0,2,62.0,4,0.0,2,0,0,2
Bundesliga 24/25,1. FC Heidenheim,Denis Thomalla,122578,/denis-thomalla/profil/spieler/94030,M,Meio-campo,1992-08-16,32.0,450000.0,6.5,0,0,,0.0,10,0,1,0,0,0,100.0,0,0.0,0,0,0,0
Bundesliga 24/25,1. FC Heidenheim,Norman Theuerkauf,15004,/norman-theuerkauf/profil/spieler/31599,D,Defensor,1987-01-24,37.5,0.0,6.4,0,0,0.03,0.01,21,0,1,0,0,0,83.33,0,0.0,0,0,0,0
Bundesliga 24/25,VfL Bochum 1848,Philipp Hofmann,340719,/philipp-hofmann/profil/spieler/119037,F,Atacante,1993-03-30,31.3,1000000.0,7.06,3,2,5.55,2.63,2284,27,31,4,0,19,64.69,27,50.0,17,4,7,4
Bundesliga 24/25,VfL Bochum 1848,Bernardo,828571,/bernardo/profil/spieler/364258,D,Defensor,1995-05-14,29.2,5500000.0,7.05,0,0,0.66,1.65,1691,18,20,5,0,1,74.62,5,60.0,46,25,0,0
Bundesliga 24/25,VfL Bochum 1848,Matúš Bero,187207,/matus-bero/profil/spieler/204047,M,Meio-campo,1995-09-06,28.9,3000000.0,7.03,5,2,3.96,3.8,2479,28,29,11,0,13,74.61,53,33.33,64,16,5,3
Bundesliga 24/25,VfL Bochum 1848,Tom Krauß,930272,/tom-krauss/profil/spieler/405687,M,Meio-campo,2001-06-22,23.1,4000000.0,6.98,0,0,0.38,0.99,1080,13,14,2,0,2,82.12,12,52.17,35,11,1,0
Bundesliga 24/25,VfL Bochum 1848,Ivan Ordets,137673,/ivan-ordets/profil/spieler/118850,D,Defensor,1992-07-08,32.1,1000000.0,6.97,0,0,0.69,1.78,1774,20,21,6,0,0,80.3,7,100.0,15,38,0,0
Bundesliga 24/25,VfL Bochum 1848,Maximilian Wittek,254125,/maximilian-wittek/profil/spieler/196793,D,Defensor,1995-08-21,28.9,1500000.0,6.95,0,0,1.35,6.11,2641,31,32,8,0,7,74.19,47,50.0,61,27,8,1
Bundesliga 24/25,VfL Bochum 1848,Gerrit Holtmann,253517,/gerrit-holtmann/profil/spieler/190289,M,Meio-campo,1995-03-25,29.4,700000.0,6.88,2,1,2.05,2.78,1100,11,22,2,0,8,78.09,20,27.78,24,16,6,3
Bundesliga 24/25,VfL Bochum 1848,Myron Boadu,856744,/myron-boadu/profil/spieler/412932,F,Atacante,2001-01-14,23.5,7000000.0,6.84,9,1,7.66,1.63,1043,11,19,2,0,15,71.35,11,47.83,2,1,3,10
Bundesliga 24/25,VfL Bochum 1848,Ibrahima Sissoko,829093,/ibrahima-sissoko/profil/spieler/372712,M,Meio-campo,1997-10-27,26.8,6000000.0,6.83,1,1,1.35,2.7,2535,29,31,9,1,7,76.37,27,54.55,61,36,2,0
Bundesliga 24/25,VfL Bochum 1848,Giorgos Masouras,592560,,M,Meio-campo,1994-01-01,30.6,,6.82,2,0,3.86,1.1,1063,12,14,1,0,15,76.19,10,35.71,18,4,1,7
Bundesliga 24/25,VfL Bochum 1848,Erhan Mašović,833213,/erhan-masovic/profil/spieler/343959,D,Defensor,1998-11-22,25.7,2000000.0,6.82,1,1,0.65,0.47,913,10,16,2,0,4,83.29,3,0.0,14,12,2,0
Bundesliga 24/25,VfL Bochum 1848,Timo Horn,97923,/timo-horn/profil/spieler/84938,G,Goleiro,1993-05-12,31.2,800000.0,6.81,0,0,,0.08,1170,13,13,2,0,0,54.37,1,0.0,0,0,0,0
Bundesliga 24/25,VfL Bochum 1848,Jakov Medić,872307,/jakov-medic/profil/spieler/488755,D,Defensor,1998-09-07,25.9,2000000.0,6.78,1,0,0.79,0.54,1595,17,22,2,0,3,87.68,3,66.67,13,22,0,1
Bundesliga 24/25,VfL Bochum 1848,Felix Passlack,795000,/felix-passlack/profil/spieler/274461,M,Meio-campo,1998-05-29,26.2,2000000.0,6.75,1,5,1.27,3.36,2256,29,30,4,0,6,70.92,23,41.38,49,18,6,1
Bundesliga 24/25,VfL Bochum 1848,Patrick Drewes,132607,/patrick-drewes/profil/spieler/94192,G,Goleiro,1993-02-04,31.5,500000.0,6.75,0,0,,0.05,1800,20,20,1,0,0,64.4,0,0.0,0,0,0,0
Bundesliga 24/25,VfL Bochum 1848,Dani De Wit,855854,/dani-de-wit/profil/spieler/340459,M,Meio-campo,1998-01-28,26.5,2500000.0,6.7,2,1,2.12,0.53,1166,11,27,1,0,7,73.1,10,16.67,29,12,0,4
Bundesliga 24/25,VfL Bochum 1848,Moritz Kwarteng,886132,,M,Meio-campo,1998-04-28,26.3,,6.67,0,0,0.19,0.15,167,0,7,1,0,1,80.0,4,85.71,4,0,0,0
Bundesliga 24/25,VfL Bochum 1848,Tim Oermann,1138778,/tim-oermann/profil/spieler/696164,D,Defensor,2003-10-06,20.8,5000000.0,6.65,0,2,0.16,0.74,2132,25,28,0,0,0,83.94,6,46.15,48,20,0,0
Bundesliga 24/25,VfL Bochum 1848,Anthony Losilla,119179,/anthony-losilla/profil/spieler/111266,M,Meio-campo,1986-03-10,38.4,0.0,6.57,0,0,0.13,0.64,1090,13,20,1,0,0,77.56,7,20.0,28,18,1,0
Bundesliga 24/25,VfL Bochum 1848,Koji Miyoshi,358984,/koji-miyoshi/profil/spieler/295060,M,Meio-campo,1997-03-26,27.4,1500000.0,6.56,1,0,1.11,0.64,453,5,14,0,0,5,64.1,5,35.71,8,2,1,2
Bundesliga 24/25,VfL Bochum 1848,Moritz Broschinski,924205,/moritz-broschinski/profil/spieler/406973,F,Atacante,2000-09-23,23.9,2000000.0,6.53,1,3,3.85,1.46,1309,14,32,0,0,11,69.92,12,28.0,18,1,4,10
Bundesliga 24/25,VfL Bochum 1848,Lukas Daschner,877297,/lukas-daschner/profil/spieler/334213,M,Meio-campo,1998-10-01,25.8,900000.0,6.53,1,1,2.74,0.34,413,3,14,0,0,6,70.16,6,33.33,4,0,2,4
Bundesliga 24/25,VfL Bochum 1848,Mats Pannewig,1197157,/mats-pannewig/profil/spieler/796221,M,Meio-campo,2004-10-28,19.8,1000000.0,6.51,0,0,0.81,0.07,290,2,14,1,0,3,77.78,1,33.33,10,2,0,3
Bundesliga 24/25,VfL Bochum 1848,Samuel Bamba,1083404,/samuel-bamba/profil/spieler/684318,F,Atacante,2004-02-13,20.5,500000.0,6.47,0,0,0.1,0.1,35,0,5,0,0,1,94.12,1,25.0,1,0,0,0
Bundesliga 24/25,VfL Bochum 1848,Cristian Gamboa,117794,/cristian-gamboa/profil/spieler/121686,D,Defensor,1989-10-24,34.8,0.0,6.46,1,0,0.16,0.34,230,1,12,1,0,1,62.63,3,0.0,8,2,0,0
Bundesliga 24/25,VfL Bochum 1848,Aliou Balde,1002357,/aliou-balde/profil/spieler/666977,F,Atacante,2002-12-12,21.6,800000.0,6.44,0,0,0.19,0.22,94,0,5,1,0,1,71.43,2,25.0,1,0,1,0
Bundesliga 24/25,VfL Bochum 1848,Kacper Kościerski,1926445,/kacper-koscierski/profil/spieler/1058515,D,Defensor,2007-06-23,17.1,200000.0,0.0,0,0,,,6,0,1,0,0,0,0.0,0,0.0,0,0,0,0
Bundesliga 23/24,FC Bayern München,Harry Kane,108579,/harry-kane/profil/spieler/132098,F,Atacante,1993-07-28,30.0,100000000.0,7.76,36,8,30.63,5.87,2843,32,32,2,0,67,73.63,31,44.44,13,6,13,27
Bundesliga 23/24,FC Bayern München,Leroy Sané,293519,/leroy-sane/profil/spieler/192565,M,Meio-campo,1996-01-11,27.6,70000000.0,7.65,8,11,10.94,9.52,2142,25,27,4,0,28,84.44,73,58.86,15,7,16,8
Bundesliga 23/24,FC Bayern München,Jamal Musiala,1010231,/jamal-musiala/profil/spieler/580195,M,Meio-campo,2003-02-26,20.4,120000000.0,7.49,10,6,7.9,5.84,1766,20,24,2,0,21,81.9,42,59.59,40,16,12,10
Bundesliga 23/24,FC Bayern München,Joshua Kimmich,259117,/joshua-kimmich/profil/spieler/161056,M,Meio-campo,1995-02-08,28.5,50000000.0,7.42,1,6,1.14,9.27,2185,27,28,1,1,7,91.33,72,45.45,45,14,11,1
Bundesliga 23/24,FC Bayern München,Leon Goretzka,184661,/leon-goretzka/profil/spieler/153084,M,Meio-campo,1995-02-06,28.5,30000000.0,7.41,6,7,4.98,4.69,2242,25,30,3,0,15,89.37,33,61.9,41,31,10,2
Bundesliga 23/24,FC Bayern München,Kingsley Coman,280441,/kingsley-coman/profil/spieler/243714,M,Meio-campo,1996-06-13,27.1,50000000.0,7.27,3,3,2.76,4.48,1123,15,17,1,0,8,87.87,29,47.54,12,2,4,3
Bundesliga 23/24,FC Bayern München,Thomas Müller,35166,/thomas-muller/profil/spieler/58358,M,Meio-campo,1989-09-13,33.9,8000000.0,7.22,5,9,5.99,7.95,1680,20,31,0,0,14,78.3,52,57.89,26,3,17,6
Bundesliga 23/24,FC Bayern München,Serge Gnabry,187433,/serge-gnabry/profil/spieler/159471,M,Meio-campo,1995-07-14,28.0,40000000.0,7.18,3,1,2.47,2.03,433,5,10,0,0,6,87.31,9,50.0,8,3,3,4
Bundesliga 23/24,FC Bayern München,Kim Min-jae,896569,,D,Defensor,1996-11-15,26.7,,7.16,1,1,0.77,0.49,1970,22,25,3,0,3,93.01,8,100.0,37,45,1,1
Bundesliga 23/24,FC Bayern München,Alphonso Davies,843665,/alphonso-davies/profil/spieler/424204,D,Defensor,2000-11-02,22.7,50000000.0,7.1,2,5,0.98,3.26,2067,24,29,0,0,4,88.9,38,59.83,47,26,3,0
Bundesliga 23/24,FC Bayern München,Aleksandar Pavlović,1142251,/aleksandar-pavlovic/profil/spieler/792380,M,Meio-campo,2004-05-03,19.2,30000000.0,7.07,2,2,1.24,1.8,1235,14,19,6,0,2,93.55,12,50.0,28,17,2,0
Bundesliga 23/24,FC Bayern München,Raphaël Guerreiro,246999,/raphael-guerreiro/profil/spieler/170986,D,Defensor,1993-12-22,29.6,12000000.0,7.06,3,0,2.44,3.42,1205,13,20,2,0,6,88.61,23,68.42,19,15,3,3
Bundesliga 23/24,FC Bayern München,Noussair Mazraoui,847030,/noussair-mazraoui/profil/spieler/340456,D,Defensor,1997-11-14,25.7,30000000.0,7.05,0,3,0.87,2.36,1197,15,19,3,0,3,89.88,15,52.17,32,20,5,1
Bundesliga 23/24,FC Bayern München,Eric Dier,146101,/eric-dier/profil/spieler/175722,D,Defensor,1994-01-15,29.5,12000000.0,7.02,0,0,0.66,0.43,1166,13,15,1,0,4,91.86,2,100.0,11,10,0,2
Bundesliga 23/24,FC Bayern München,Mathys Tel,1048888,/mathys-tel/profil/spieler/801734,F,Atacante,2005-04-27,18.3,40000000.0,6.98,7,5,3.72,3.0,1040,6,30,2,0,18,85.0,12,56.06,12,6,6,2
Bundesliga 23/24,FC Bayern München,Konrad Laimer,355492,/konrad-laimer/profil/spieler/223967,D,Defensor,1997-05-27,26.2,30000000.0,6.98,0,3,1.01,4.47,1770,18,29,3,0,5,90.21,25,51.11,56,18,6,1
Bundesliga 23/24,FC Bayern München,Dayot Upamecano,798583,/dayot-upamecano/profil/spieler/344695,D,Defensor,1998-10-27,24.8,45000000.0,6.96,1,0,1.65,0.94,1768,19,25,1,1,4,92.71,6,60.0,34,19,1,2
Bundesliga 23/24,FC Bayern München,Matthijs de Ligt,803031,/matthijs-de-ligt/profil/spieler/326031,D,Defensor,1999-08-12,24.0,65000000.0,6.95,2,0,1.72,0.57,1398,16,22,5,0,7,94.03,3,100.0,15,19,0,2
Bundesliga 23/24,FC Bayern München,Manuel Neuer,8959,/manuel-neuer/profil/spieler/17259,G,Goleiro,1986-03-27,37.3,4000000.0,6.94,0,0,,0.05,2054,23,23,1,0,0,84.18,0,100.0,1,0,0,0
Bundesliga 23/24,FC Bayern München,Eric Maxim Choupo-Moting,21626,,F,Atacante,1989-03-23,34.4,,6.82,2,2,4.54,1.36,754,7,27,1,0,12,84.13,17,63.89,17,7,2,7
Bundesliga 23/24,FC Bayern München,Frans Krätzig,1142249,/frans-kratzig/profil/spieler/604320,D,Defensor,2003-01-14,20.5,2000000.0,6.8,0,0,0.26,0.05,52,0,4,0,0,2,88.89,2,0.0,2,0,1,0
Bundesliga 23/24,FC Bayern München,Ryan Gravenberch,904897,/ryan-gravenberch/profil/spieler/478573,M,Meio-campo,2002-05-16,21.2,35000000.0,6.8,0,0,0.0,0.08,9,0,1,1,0,0,71.43,2,100.0,0,0,0,0
Bundesliga 23/24,FC Bayern München,Bryan Zaragoza,1084730,/bryan-zaragoza/profil/spieler/713644,F,Atacante,2001-09-09,21.9,12000000.0,6.76,0,0,0.46,0.45,184,1,7,1,0,4,80.28,4,50.0,4,2,0,1
Bundesliga 23/24,FC Bayern München,Sven Ulreich,26768,/sven-ulreich/profil/spieler/40680,G,Goleiro,1988-08-03,35.0,700000.0,6.71,0,0,0.0,0.01,990,11,11,1,0,0,81.66,1,0.0,1,0,0,0
Bundesliga 23/24,FC Bayern München,Matteo Pérez Vinlöf,1149080,/matteo-perez-vinlof/profil/spieler/920283,D,Defensor,2005-12-18,17.6,600000.0,6.7,0,0,,0.0,15,0,1,0,0,0,90.0,0,0.0,0,1,0,0
Bundesliga 23/24,FC Bayern München,Bouna Sarr,158233,/bouna-sarr/profil/spieler/190685,D,Defensor,1992-01-31,31.5,1500000.0,6.7,0,0,0.22,0.06,105,1,2,0,0,1,88.04,0,33.33,2,0,0,1
Bundesliga 23/24,FC Bayern München,Lovro Zvonarek,1120914,/lovro-zvonarek/profil/spieler/892973,M,Meio-campo,2005-05-08,18.2,3000000.0,6.6,1,0,0.07,0.32,163,1,5,0,0,1,84.75,3,33.33,0,0,0,1
